Linux 5.4.0-100-generic (node-0.vhive-test.ut-osa-pg0.wisc.cloudlab.us) 	02/14/2023 	_x86_64_	(40 CPU)

11:21:23 PM   UID       PID  minflt/s  majflt/s     VSZ     RSS   %MEM  Command
11:22:32 PM 20001     22186  10800.00      0.00 19027312 9972080   5.07  python3
11:22:33 PM 20001     22186   7218.00      0.00 19049772 10027080   5.10  python3
11:22:34 PM 20001     22186   7994.00      0.00 19074576 10089004   5.13  python3
11:22:35 PM 20001     22186  10572.00      0.00 19108152 10180948   5.18  python3
11:22:36 PM 20001     22186  10254.00      0.00 19140780 10256060   5.21  python3
11:22:37 PM 20001     22186  10268.00      0.00 19173156 10333276   5.25  python3
11:22:38 PM 20001     22186  10394.00      0.00 19205308 10412020   5.29  python3
11:22:39 PM 20001     22186   9694.00      0.00 19237160 10483948   5.33  python3
11:22:40 PM 20001     22186   9830.00      0.00 19270460 10559496   5.37  python3
11:22:41 PM 20001     22186  10305.00      0.00 19304932 10644584   5.41  python3
11:22:42 PM 20001     22186  10644.00      0.00 19342436 10726048   5.45  python3
11:22:43 PM 20001     22186   8984.00      0.00 19370860 10801608   5.49  python3
11:22:44 PM 20001     22186  10028.00      0.00 19404808 10887636   5.54  python3
11:22:45 PM 20001     22186   3276.00      0.00 19415132 10915188   5.55  python3
11:22:46 PM 20001     22186  10670.00      0.00 19448928 11006276   5.60  python3
11:22:47 PM 20001     22186   9770.00      0.00 19482724 11079620   5.63  python3
11:22:48 PM 20001     22186   9799.00      0.00 19515160 11154116   5.67  python3
11:22:49 PM 20001     22186  10207.00      0.00 19549612 11243028   5.72  python3
11:22:50 PM 20001     22186  11190.00      0.00 19587724 11337168   5.76  python3
11:22:51 PM 20001     22186   9125.00      0.00 19617156 11428624   5.81  python3
11:22:52 PM 20001     22186  12084.00      0.00 19649932 11506464   5.85  python3
11:22:53 PM 20001     22186  13788.00      0.00 19683468 11572720   5.88  python3
11:22:54 PM 20001     22186  11709.00      0.00 19715716 11628788   5.91  python3
11:22:55 PM 20001     22186  11804.00      0.00 19749524 11702568   5.95  python3
11:22:56 PM 20001     22186  11749.00      0.00 19784332 11778416   5.99  python3
11:22:57 PM 20001     22186  12770.00      0.00 17256132 7041692   3.58  python3
11:22:58 PM 20001     22186    528.00      0.00 17256132 8012484   4.07  python3
11:22:59 PM 20001     22186    598.00      0.00 17256132 9063108   4.61  python3
11:23:00 PM 20001     22186  12171.00      0.00 17282164 9335480   4.75  python3
11:23:01 PM 20001     22186 263774.00      0.00 17304716 9366920   4.76  python3
11:23:02 PM 20001     22186  84282.00      0.00 17316200 9379772   4.77  python3
11:23:03 PM 20001     22186   9709.00      0.00 17349208 9427720   4.79  python3
11:23:04 PM 20001     22186  10493.00      0.00 17386356 9475332   4.82  python3
11:23:05 PM 20001     22186  12125.00      0.00 17423344 9522320   4.84  python3
11:23:06 PM 20001     22186  12115.00      0.00 17460348 9569708   4.87  python3
11:23:07 PM 20001     22186  11641.00      0.00 17497600 9617432   4.89  python3
11:23:08 PM 20001     22186  11099.00      0.00 17534360 9662624   4.91  python3
11:23:09 PM 20001     22186  15822.00      0.00 17591280 9726664   4.95  python3
11:23:10 PM 20001     22186   8875.00      0.00 17621232 9765848   4.97  python3
11:23:11 PM 20001     22186  10080.00      0.00 17656712 9808608   4.99  python3
11:23:12 PM 20001     22186  11489.00      0.00 17696016 9854060   5.01  python3
11:23:13 PM 20001     22186  10127.00      0.00 17732188 9897596   5.03  python3
11:23:14 PM 20001     22186  10502.00      0.00 17769440 9941340   5.05  python3
11:23:15 PM 20001     22186  11185.00      0.00 17806912 9987932   5.08  python3
11:23:16 PM 20001     22186  10616.00      0.00 17844556 10036792   5.10  python3
11:23:17 PM 20001     22186  35179.00      0.00 17852156 10046932   5.11  python3
11:23:18 PM 20001     22186  10361.00      0.00 17876672 10078108   5.12  python3
11:23:19 PM 20001     22186  12705.00      0.00 17914304 10125260   5.15  python3
11:23:20 PM 20001     22186  11994.00      0.00 17952092 10171000   5.17  python3
11:23:21 PM 20001     22186  12113.00      0.00 17988840 10218720   5.20  python3
11:23:22 PM 20001     22186  11969.00      0.00 18026084 10265356   5.22  python3
11:23:23 PM 20001     22186  11578.00      0.00 18063452 10313156   5.24  python3
11:23:24 PM 20001     22186  13647.00      0.00 18105720 10362796   5.27  python3
11:23:25 PM 20001     22186  10544.00      0.00 18140024 10407720   5.29  python3
11:23:26 PM 20001     22186  11168.00      0.00 18177760 10454020   5.31  python3
11:23:27 PM 20001     22186  11918.00      0.00 18214996 10503632   5.34  python3
11:23:28 PM 20001     22186  11451.00      0.00 18252232 10550268   5.36  python3
11:23:29 PM 20001     22186  13496.00      0.00 18288944 10600800   5.39  python3
11:23:30 PM 20001     22186  13784.00      0.00 18325780 10653784   5.42  python3
11:23:31 PM 20001     22186  15969.00      0.00 18363132 10706744   5.44  python3
11:23:32 PM 20001     22186  16197.00      0.00 18399592 10757140   5.47  python3
11:23:33 PM 20001     22186  16297.00      0.00 18436708 10809320   5.50  python3
11:23:34 PM 20001     22186  14036.00      0.00 18474076 10858856   5.52  python3
11:23:35 PM 20001     22186  68950.00      0.00 18508076 10907476   5.55  python3
11:23:36 PM 20001     22186 373225.00      0.00 18508076 10907476   5.55  python3
11:23:37 PM 20001     22186   3369.00      0.00 18519424 10922508   5.55  python3
11:23:38 PM 20001     22186  11026.00      0.00 18556912 10976972   5.58  python3
11:23:39 PM 20001     22186  11858.00      0.00 18598016 11039188   5.61  python3
11:23:40 PM 20001     22186  10241.00      0.00 18632452 11090396   5.64  python3
11:23:41 PM 20001     22186  10874.00      0.00 18670176 11151092   5.67  python3
11:23:42 PM 20001     22186  11270.00      0.00 18708052 11228004   5.71  python3
11:23:43 PM 20001     22186   9039.00      0.00 16569368 9111632   4.63  python3
11:23:44 PM 20001     22186  10603.00      0.00 16609536 9153740   4.65  python3
11:23:45 PM 20001     22186  11313.86      0.00 16649860 9196712   4.68  python3
11:23:46 PM 20001     22186  12137.00      0.00 16690404 9239976   4.70  python3
11:23:47 PM 20001     22186  14888.00      0.00 16730304 9288960   4.72  python3
11:23:48 PM 20001     22186  19509.00      0.00 19853944 9496976   4.83  python3
11:23:49 PM 20001     22186    565.00      0.00 19853944 10590688   5.38  python3
11:23:50 PM 20001     22186    585.00      0.00 19853944 11751904   5.97  python3
11:23:51 PM 20001     22186 139750.00      0.00 20409920 12964128   6.59  python3
11:23:52 PM 20001     22186 379818.00      0.00 21923852 14482872   7.36  python3
11:23:53 PM 20001     22186  28379.00      0.00 21941040 14497276   7.37  python3
11:23:54 PM 20001     22186   5189.00      0.00 25203584 17257488   8.77  python3
11:23:55 PM 20001     22186 568642.00      0.00 28165756 17867964   9.08  python3
11:23:56 PM 20001     22186     20.00      0.00 28165756 17867964   9.08  python3
11:23:57 PM 20001     22186     22.00      0.00 28165756 17868040   9.08  python3
11:23:58 PM 20001     22186     19.00      0.00 28165756 17868120   9.08  python3
11:23:59 PM 20001     22186     14.00      0.00 28165756 17868120   9.08  python3
11:24:00 PM 20001     22186     16.00      0.00 28165756 17868120   9.08  python3
11:24:01 PM 20001     22186     12.00      0.00 28165756 17868120   9.08  python3
11:24:02 PM 20001     22186    121.00      0.00 28165756 17868120   9.08  python3
11:24:03 PM 20001     22186     12.00      0.00 28165756 17868120   9.08  python3
11:24:04 PM 20001     22186     11.00      0.00 28165756 17868188   9.08  python3
11:24:05 PM 20001     22186     89.00      0.00 28165756 17868188   9.08  python3
11:24:06 PM 20001     22186    365.00      0.00 28165756 17868408   9.08  python3
11:24:07 PM 20001     22186 565787.00      0.00 28165756 17868692   9.08  python3
11:24:08 PM 20001     22186  30246.00      0.00 28165756 17868724   9.08  python3
11:24:09 PM 20001     22186 263407.00      0.00 28165756 17868828   9.08  python3
11:24:10 PM 20001     22186 333600.00      0.00 28165756 17868872   9.08  python3
11:24:11 PM 20001     22186    480.00      0.00 28165756 17868872   9.08  python3
11:24:12 PM 20001     22186 254719.00      0.00 28165756 17869020   9.08  python3
11:24:13 PM 20001     22186 333826.00      0.00 28165756 17869072   9.08  python3
11:24:14 PM 20001     22186   1608.00      0.00 28165756 17869092   9.08  python3
11:24:15 PM 20001     22186    366.00      0.00 28165756 17869092   9.08  python3
11:24:16 PM 20001     22186  29302.00      0.00 28165756 17869160   9.08  python3
11:24:17 PM 20001     22186 293343.00      0.00 28165756 17869332   9.08  python3
11:24:18 PM 20001     22186 240285.00      0.00 28165756 17869380   9.08  python3
11:24:19 PM 20001     22186    417.00      0.00 28165756 17869416   9.08  python3
11:24:20 PM 20001     22186    225.00      0.00 28165756 17869444   9.08  python3
11:24:21 PM 20001     22186 100643.00      0.00 28165756 17869604   9.09  python3
11:24:22 PM 20001     22186 276751.00      0.00 28165756 17869656   9.09  python3
11:24:23 PM 20001     22186 173451.00      0.00 28165756 17869708   9.09  python3
11:24:24 PM 20001     22186    233.00      0.00 28165756 17869708   9.09  python3
11:24:25 PM 20001     22186    341.00      0.00 28165756 17869820   9.09  python3
11:24:26 PM 20001     22186    233.00      0.00 28165756 17869856   9.09  python3
11:24:27 PM 20001     22186    209.00      0.00 28165756 17869904   9.09  python3
11:24:28 PM 20001     22186 100299.00      0.00 28165756 17870128   9.09  python3
11:24:29 PM 20001     22186 136476.00      0.00 28165756 17870212   9.09  python3
11:24:30 PM 20001     22186 215560.00      0.00 28165756 17870320   9.09  python3
11:24:31 PM 20001     22186  99111.00      0.00 28165756 17870368   9.09  python3
11:24:32 PM 20001     22186    461.00      0.00 28165756 17870456   9.09  python3
11:24:33 PM 20001     22186    322.00      0.00 28165756 17870456   9.09  python3
11:24:34 PM 20001     22186    262.00      0.00 28165756 17870492   9.09  python3
11:24:35 PM 20001     22186    190.00      0.00 28165756 17870640   9.09  python3
11:24:36 PM 20001     22186    158.00      0.00 28165756 17870640   9.09  python3
11:24:37 PM 20001     22186    342.00      0.00 28165756 17870892   9.09  python3
11:24:38 PM 20001     22186 101140.00      0.00 28165756 17870980   9.09  python3
11:24:39 PM 20001     22186    170.00      0.00 28165756 17870980   9.09  python3
11:24:40 PM 20001     22186 191450.00      0.00 28165756 17871116   9.09  python3
11:24:41 PM 20001     22186 151618.00      0.00 28165756 17871156   9.09  python3
11:24:42 PM 20001     22186    434.00      0.00 28165756 17871156   9.09  python3
11:24:43 PM 20001     22186   4450.00      0.00 31427788 18929444   9.62  python3
11:24:44 PM 20001     22186   1990.00      0.00 31427788 20967204  10.66  python3
11:24:45 PM 20001     22186  56400.00      0.00 28187516 17994176   9.15  python3
11:24:46 PM 20001     22186  65032.00      0.00 28209020 18032004   9.17  python3
11:24:47 PM 20001     22186  52425.00      0.00 28231292 18072152   9.19  python3
11:24:48 PM 20001     22186  46697.00      0.00 28253052 18115552   9.21  python3
11:24:49 PM 20001     22186  39860.00      0.00 28275580 18156520   9.23  python3
11:24:50 PM 20001     22186  38691.00      0.00 28311628 18203500   9.25  python3
11:24:51 PM 20001     22186  30152.00      0.00 28336644 18239880   9.27  python3
11:24:52 PM 20001     22186  29162.00      0.00 28366464 18279204   9.29  python3
11:24:53 PM 20001     22186  26221.00      0.00 28396012 18316600   9.31  python3
11:24:54 PM 20001     22186  23357.00      0.00 28425200 18352728   9.33  python3
11:24:55 PM 20001     22186  22338.00      0.00 28455292 18392396   9.35  python3
11:24:56 PM 20001     22186  26697.00      0.00 28484228 18427620   9.37  python3
11:24:57 PM 20001     22186  41159.00      0.00 28513260 18464848   9.39  python3
11:24:58 PM 20001     22186  59782.00      0.00 28540884 18496560   9.40  python3
11:24:59 PM 20001     22186  57490.00      0.00 28567896 18528832   9.42  python3
11:25:00 PM 20001     22186 499253.00      0.00 28570996 18532456   9.42  python3
11:25:01 PM 20001     22186 122489.00      0.00 28570996 18532456   9.42  python3
11:25:02 PM 20001     22186  10379.00      0.00 28586740 18551236   9.43  python3
11:25:03 PM 20001     22186  21493.00      0.00 28614396 18583280   9.45  python3
11:25:04 PM 20001     22186  17987.00      0.00 28643932 18621780   9.47  python3
11:25:05 PM 20001     22186  40515.00      0.00 28671936 18666684   9.49  python3
11:25:06 PM 20001     22186  41716.00      0.00 28699040 18698748   9.51  python3
11:25:07 PM 20001     22186  28197.00      0.00 28725624 18730304   9.52  python3
11:25:08 PM 20001     22186  23487.00      0.00 28761836 18773588   9.54  python3
11:25:09 PM 20001     22186  18715.00      0.00 28785388 18809696   9.56  python3
11:25:10 PM 20001     22186  29689.00      0.00 28811956 18843136   9.58  python3
11:25:11 PM 20001     22186  20533.00      0.00 28838028 18873468   9.60  python3
11:25:12 PM 20001     22186  25010.00      0.00 28863720 18902780   9.61  python3
11:25:13 PM 20001     22186  45711.00      0.00 28887072 18931268   9.62  python3
11:25:14 PM 20001     22186  58010.00      0.00 28912112 18960008   9.64  python3
11:25:15 PM 20001     22186  74002.00      0.00 28936400 18989260   9.65  python3
11:25:16 PM 20001     22186  66616.00      0.00 28960288 19019804   9.67  python3
11:25:17 PM 20001     22186  50265.00      0.00 28982232 19044112   9.68  python3
11:25:18 PM 20001     22186  39825.00      0.00 29003916 19068720   9.69  python3
11:25:19 PM 20001     22186  39093.00      0.00 29027276 19094464   9.71  python3
11:25:20 PM 20001     22186  31805.00      0.00 29052200 19123868   9.72  python3
11:25:21 PM 20001     22186  26759.00      0.00 29075848 19153956   9.74  python3
11:25:22 PM 20001     22186  48074.00      0.00 29099584 19183060   9.75  python3
11:25:23 PM 20001     22186  56399.00      0.00 29123840 19220244   9.77  python3
11:25:24 PM 20001     22186  42321.00      0.00 29146308 19247236   9.79  python3
11:25:25 PM 20001     22186  35356.00      0.00 29168128 19271896   9.80  python3
11:25:26 PM 20001     22186  36005.00      0.00 29189964 19295900   9.81  python3
11:25:27 PM 20001     22186  38669.00      0.00 29213064 19322340   9.82  python3
11:25:28 PM 20001     22186  24968.00      0.00 29235912 19348164   9.84  python3
11:25:29 PM 20001     22186  20269.00      0.00 29259772 19377780   9.85  python3
11:25:30 PM 20001     22186  20710.89      0.00 29292696 19412280   9.87  python3
11:25:31 PM 20001     22186  12992.00      0.00 29310104 19436264   9.88  python3
11:25:32 PM 20001     22186  15994.00      0.00 29327804 19458832   9.89  python3
11:25:33 PM 20001     22186  28242.00      0.00 29347580 19481948   9.90  python3
11:25:34 PM 20001     22186  33414.00      0.00 29367096 19503648   9.92  python3
11:25:35 PM 20001     22186  42115.00      0.00 29385032 19524604   9.93  python3
11:25:36 PM 20001     22186  45751.00      0.00 29405428 19550180   9.94  python3
11:25:37 PM 20001     22186  55644.00      0.00 29425080 19572176   9.95  python3
11:25:38 PM 20001     22186  58506.00      0.00 29445844 19601648   9.97  python3
11:25:39 PM 20001     22186  56375.00      0.00 29467248 19632224   9.98  python3
11:25:40 PM 20001     22186  60331.00      0.00 29486204 19652952   9.99  python3
11:25:41 PM 20001     22186  52906.00      0.00 29505796 19678172  10.00  python3
11:25:42 PM 20001     22186  39156.00      0.00 29524412 19701672  10.02  python3
11:25:43 PM 20001     22186  31277.00      0.00 29586288 19747452  10.04  python3
11:25:44 PM 20001     22186  28514.00      0.00 29601136 19794048  10.06  python3
11:25:45 PM 20001     22186  18025.00      0.00 29618544 19824140  10.08  python3
11:25:46 PM 20001     22186  19485.00      0.00 29634160 19849428  10.09  python3
11:25:47 PM 20001     22186  20713.00      0.00 29651568 19878832  10.11  python3
11:25:48 PM 20001     22186  17002.00      0.00 29671756 19909616  10.12  python3
11:25:49 PM 20001     22186  15681.00      0.00 29692428 19939524  10.14  python3
11:25:50 PM 20001     22186 248829.00      0.00 29703656 19959272  10.15  python3
11:25:51 PM 20001     22186 104147.00      0.00 29703656 19959272  10.15  python3
11:25:52 PM 20001     22186   1242.00      0.00 29704556 19961840  10.15  python3
11:25:53 PM 20001     22186  35133.00      0.00 29727008 19999680  10.17  python3
11:25:54 PM 20001     22186  23110.00      0.00 29747640 20033288  10.19  python3
11:25:55 PM 20001     22186  43855.00      0.00 29767236 20065904  10.20  python3
11:25:56 PM 20001     22186  25121.00      0.00 29787640 20100300  10.22  python3
11:25:57 PM 20001     22186  21268.00      0.00 29807668 20130336  10.23  python3
11:25:58 PM 20001     22186  14894.00      0.00 29827656 20159504  10.25  python3
11:25:59 PM 20001     22186  11661.00      0.00 29847924 20189924  10.26  python3
11:26:00 PM 20001     22186  18144.00      0.00 29870496 20225432  10.28  python3
11:26:01 PM 20001     22186  18756.00      0.00 29891792 20255696  10.30  python3
11:26:02 PM 20001     22186  22175.00      0.00 29915528 20293444  10.32  python3
11:26:03 PM 20001     22186  39560.00      0.00 29951168 20341636  10.34  python3
11:26:04 PM 20001     22186  19605.00      0.00 29969856 20372932  10.36  python3
11:26:05 PM 20001     22186  13616.00      0.00 29987520 20402032  10.37  python3
11:26:06 PM 20001     22186  10576.00      0.00 30009020 20433152  10.39  python3
11:26:07 PM 20001     22186   9096.00      0.00 30032108 20471000  10.41  python3
11:26:08 PM 20001     22186   8262.00      0.00 30055844 20509204  10.43  python3
11:26:09 PM 20001     22186   7096.00      0.00 30077636 20537840  10.44  python3
11:26:10 PM 20001     22186   5227.00      0.00 30092360 20555712  10.45  python3
11:26:11 PM 20001     22186   6653.00      0.00 30113892 20587168  10.47  python3
11:26:12 PM 20001     22186   7055.00      0.00 30138256 20622456  10.48  python3
11:26:13 PM 20001     22186   6216.00      0.00 30159408 20651868  10.50  python3
11:26:14 PM 20001     22186   2832.00      0.00 25338348 15047504   7.65  python3
11:26:15 PM 20001     22186 112679.00      0.00 25771388 16264816   8.27  python3
11:26:16 PM 20001     22186 202829.00      0.00 26559088 17054252   8.67  python3
11:26:17 PM 20001     22186 218680.00      0.00 26559600 17054708   8.67  python3
11:26:18 PM 20001     22186 227019.00      0.00 26559600 17055408   8.67  python3
11:26:19 PM 20001     22186    304.00      0.00 26559600 17055408   8.67  python3
11:26:20 PM 20001     22186    342.00      0.00 26559600 17055408   8.67  python3
11:26:21 PM 20001     22186    349.00      0.00 26559600 17055408   8.67  python3
11:26:22 PM 20001     22186    364.00      0.00 26559600 17055408   8.67  python3
11:26:23 PM 20001     22186    362.00      0.00 26559600 17055408   8.67  python3
11:26:24 PM 20001     22186    367.00      0.00 26559600 17055408   8.67  python3
11:26:25 PM 20001     22186    405.00      0.00 26559600 17055408   8.67  python3
11:26:26 PM 20001     22186    381.00      0.00 26559600 17055408   8.67  python3
11:26:27 PM 20001     22186    388.00      0.00 26559600 17055408   8.67  python3
11:26:28 PM 20001     22186    410.00      0.00 26559600 17055408   8.67  python3
11:26:29 PM 20001     22186    380.00      0.00 26559600 17055408   8.67  python3
11:26:30 PM 20001     22186    405.00      0.00 26559600 17055408   8.67  python3
11:26:31 PM 20001     22186    396.00      0.00 26559600 17055408   8.67  python3
11:26:32 PM 20001     22186    420.00      0.00 26559600 17055412   8.67  python3
11:26:33 PM 20001     22186    408.00      0.00 26559600 17055412   8.67  python3
11:26:34 PM 20001     22186    445.00      0.00 26559600 17055412   8.67  python3
11:26:35 PM 20001     22186    447.00      0.00 26559600 17055412   8.67  python3
11:26:36 PM 20001     22186    413.00      0.00 26559600 17055412   8.67  python3
11:26:37 PM 20001     22186    437.00      0.00 26559600 17055412   8.67  python3
11:26:38 PM 20001     22186    424.00      0.00 26559600 17055412   8.67  python3
11:26:39 PM 20001     22186    418.00      0.00 26559600 17055412   8.67  python3
11:26:40 PM 20001     22186    427.00      0.00 26559600 17055412   8.67  python3
11:26:41 PM 20001     22186    408.00      0.00 26559600 17055412   8.67  python3
11:26:42 PM 20001     22186    441.00      0.00 26559600 17055412   8.67  python3
11:26:43 PM 20001     22186    481.00      0.00 26559600 17055412   8.67  python3
11:26:44 PM 20001     22186    496.00      0.00 26559600 17055412   8.67  python3
11:26:45 PM 20001     22186    517.00      0.00 26559600 17055412   8.67  python3
11:26:46 PM 20001     22186    498.00      0.00 26559600 17055412   8.67  python3
11:26:47 PM 20001     22186    480.00      0.00 26559600 17055412   8.67  python3
11:26:48 PM 20001     22186    466.00      0.00 26559600 17055412   8.67  python3
11:26:49 PM 20001     22186    458.00      0.00 26559600 17055412   8.67  python3
11:26:50 PM 20001     22186    498.00      0.00 26559600 17055412   8.67  python3
11:26:51 PM 20001     22186    469.00      0.00 26559600 17055412   8.67  python3
11:26:52 PM 20001     22186    585.00      0.00 26559600 17055416   8.67  python3
11:26:53 PM 20001     22186    959.00      0.00 28298252 17870580   9.09  python3
11:26:54 PM 20001     22186  39238.00      0.00 26573168 17074532   8.68  python3
11:26:55 PM 20001     22186  43316.00      0.00 26599792 17104984   8.70  python3
11:26:56 PM 20001     22186  28019.00      0.00 26625648 17135180   8.71  python3
11:26:57 PM 20001     22186  30411.00      0.00 26652528 17164528   8.73  python3
11:26:58 PM 20001     22186  26028.00      0.00 26678640 17192264   8.74  python3
11:26:59 PM 20001     22186  23490.00      0.00 26705264 17219944   8.75  python3
11:27:00 PM 20001     22186  22486.00      0.00 26731376 17247328   8.77  python3
11:27:01 PM 20001     22186  22407.00      0.00 26757232 17273804   8.78  python3
11:27:02 PM 20001     22186  29578.00      0.00 26783088 17300312   8.80  python3
11:27:03 PM 20001     22186  24762.00      0.00 26809712 17327352   8.81  python3
11:27:04 PM 20001     22186  25688.00      0.00 26835312 17353304   8.82  python3
11:27:05 PM 20001     22186  21812.00      0.00 26861424 17379736   8.84  python3
11:27:06 PM 20001     22186  21482.18      0.00 26888048 17406620   8.85  python3
11:27:07 PM 20001     22186  19628.00      0.00 26913904 17432468   8.86  python3
11:27:08 PM 20001     22186  18220.00      0.00 26939504 17458192   8.88  python3
11:27:09 PM 20001     22186  14390.00      0.00 26964080 17482700   8.89  python3
11:27:10 PM 20001     22186  20416.00      0.00 26988144 17506972   8.90  python3
11:27:11 PM 20001     22186  11491.00      0.00 27012208 17531008   8.91  python3
11:27:12 PM 20001     22186  10972.00      0.00 27036784 17555768   8.93  python3
11:27:13 PM 20001     22186  11581.00      0.00 27060080 17579204   8.94  python3
11:27:14 PM 20001     22186  12593.00      0.00 27083376 17602472   8.95  python3
11:27:15 PM 20001     22186  11424.00      0.00 27106160 17625156   8.96  python3
11:27:16 PM 20001     22186  12213.00      0.00 27129200 17648456   8.97  python3
11:27:17 PM 20001     22186  14385.00      0.00 27154288 17674024   8.99  python3
11:27:18 PM 20001     22186  11291.00      0.00 27176816 17696476   9.00  python3
